H_CHILDREN,H_INCOME_0_25,H_INCOME_100_150,H_INCOME_150PLUS,H_INCOME_25_50,H_INCOME_50_75,H_INCOME_75_100,H_NO_CHILDREN,H_TOTAL,P_AGE_0_4,P_AGE_18_34,P_AGE_35_49,P_AGE_50_64,P_AGE_5_17,P_AGE_65PLUS,P_FEMALE,P_FULL_TIME,P_HISPANIC,P_MALE,P_NON_HISPANIC,P_NON_UNIVERSITY,P_NON_WORKER,P_PART_TIME,P_RACE_AAPI,P_RACE_BLACK,P_RACE_OTHER,P_RACE_WHITE,P_TOTAL,P_UNIVERSITY,H_1ORMORE_VEHPP,H_FEWER_VEHPP,H_NO_VEH,H_SIZE_1,H_SIZE_2,H_SIZE_3,H_SIZE_4PLUS,P_MODE_AUTO_OTHER,P_MODE_TRANSIT,P_MODE_WALK_BIKE,P_MODE_WFH,REGION
412835,244905,234535,168692,297045,258751,202267,993360,1406195,232960,865547,627524,703692,594311,545726,1754045,1568712,182590,1815715,3387170,3193268,908628,467348,96531,77805,542602,2984057,3569760,238039,759307,561937,84951,414948,517036,191724,282487,3329217,34064,95154,97792,1
